id,year,statename,pcname,candidate,sex,age,PC Type,category,party,symbol,general,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
1045,2004,GUJARAT,Bulsar,CHAUDHARI MANIBHAI RAMJIBHAI,M,,ST,ST,BJP,,,,277283,21.01%,40.19%,1319778,2,689992,0,1,NDA
1046,2004,GUJARAT,Bulsar,DELKAR NARESHBHAI SANJIBHAI,M,,ST,ST,BNP,,,,58184,4.41%,8.43%,1319778,3,689992,0,0,OTHERS
1047,2004,GUJARAT,Bulsar,PATEL DAKSHESBHAI HIRABHAI,M,,ST,ST,SP,,,,22103,1.67%,3.20%,1319778,4,689992,0,0,OTHERS
1048,2004,GUJARAT,Bulsar,PATEL SHANKARBHAI CHHAGANBHAI,M,,ST,ST,BSP,,,,10643,0.81%,1.54%,1319778,5,689992,0,0,OTHERS
1049,2004,HARYANA,Ambala,SELJA,F,,SC,SC,INC,,,,415264,34.62%,48.98%,1199338,1,847813,1,0,UPA
1050,2004,HARYANA,Ambala,RATTAN LAL KATARIA,M,,SC,SC,BJP,,,,180329,15.04%,21.27%,1199338,2,847813,0,1,NDA
1051,2004,HARYANA,Ambala,BALWANT SINGH,M,,SC,SC,INLD,,,,130972,10.92%,15.45%,1199338,3,847813,0,0,OTHERS
1052,2004,HARYANA,Ambala,CHANDER PAL,M,,SC,SC,BSP,,,,57028,4.75%,6.73%,1199338,4,847813,0,0,OTHERS
1053,2004,HARYANA,Ambala,AMAN KUMAR NAGRA,M,,SC,SC,HVP,,,,22039,1.84%,2.60%,1199338,5,847813,0,0,OTHERS
1054,2004,HARYANA,Ambala,RANBIR SINGH,M,,SC,SC,ES,,,,13292,1.11%,1.57%,1199338,6,847813,0,0,OTHERS
1055,2004,HARYANA,Ambala,SUNIL KUMAR,M,,SC,SC,IND,,,,9574,0.80%,1.13%,1199338,7,847813,0,0,OTHERS
1056,2004,HARYANA,Ambala,RAUNAQ SINGH,M,,SC,SC,IND,,,,7324,0.61%,0.86%,1199338,8,847813,0,0,OTHERS
1057,2004,HARYANA,Ambala,JASWINDER SINGH,M,,SC,SC,IND,,,,3477,0.29%,0.41%,1199338,9,847813,0,0,OTHERS
1058,2004,HARYANA,Ambala,HEM RAJ,M,,SC,SC,LJNSP,,,,2262,0.19%,0.27%,1199338,10,847813,0,0,UPA
1059,2004,HARYANA,Ambala,ARVIND KUMAR SONKAR,M,,SC,SC,ABHM,,,,2224,0.19%,0.26%,1199338,11,847813,0,0,OTHERS
1060,2004,HARYANA,Ambala,RAM SARUP,M,,SC,SC,IND,,,,2098,0.17%,0.25%,1199338,12,847813,0,0,OTHERS
1061,2004,HARYANA,Ambala,SANJEEV GHARU,M,,SC,SC,SAP,,,,1842,0.15%,0.22%,1199338,13,847813,0,0,OTHERS
1062,2004,HARYANA,Kurukshetra,NAVEEN JINDAL,M,,GEN,GEN,INC,,,,362054,31.16%,42.54%,1161933,1,850994,1,0,UPA
1063,2004,HARYANA,Kurukshetra,ABHAY SINGH CHAUTALA,M,,GEN,GEN,INLD,,,,201864,17.37%,23.72%,1161933,2,850994,0,1,OTHERS
1064,2004,HARYANA,Kurukshetra,GURDAYAL SINGH SAINI,M,,GEN,GEN,BJP,,,,126910,10.92%,14.91%,1161933,3,850994,0,0,NDA
1065,2004,HARYANA,Kurukshetra,JATINDER SINGH ( KAKKA),M,,GEN,GEN,HVP,,,,77136,6.64%,9.06%,1161933,4,850994,0,0,OTHERS
1066,2004,HARYANA,Kurukshetra,SARDAR JAGMEET SINGH SAINI,M,,GEN,GEN,ES,,,,31202,2.69%,3.67%,1161933,5,850994,0,0,OTHERS
1067,2004,HARYANA,Kurukshetra,MONA RAM,M,,GEN,GEN,BSP,,,,23057,1.98%,2.71%,1161933,6,850994,0,0,OTHERS
1068,2004,HARYANA,Kurukshetra,RAGHUBIR CHAND,M,,GEN,SC,IND,,,,8667,0.75%,1.02%,1161933,7,850994,0,0,OTHERS
1069,2004,HARYANA,Kurukshetra,SUNIL GUPTA,M,,GEN,GEN,IND,,,,7381,0.64%,0.87%,1161933,8,850994,0,0,OTHERS
1070,2004,HARYANA,Kurukshetra,ROOP CHAND,M,,GEN,GEN,IND,,,,3470,0.30%,0.41%,1161933,9,850994,0,0,OTHERS
1071,2004,HARYANA,Kurukshetra,VISHAL JOLLY,M,,GEN,GEN,SP,,,,2310,0.20%,0.27%,1161933,10,850994,0,0,OTHERS
1072,2004,HARYANA,Kurukshetra,BHUPENDER SINGH,M,,GEN,GEN,IND,,,,2169,0.19%,0.25%,1161933,11,850994,0,0,OTHERS
1073,2004,HARYANA,Kurukshetra,JAGIR SINGH,M,,GEN,GEN,IND,,,,1623,0.14%,0.19%,1161933,12,850994,0,0,OTHERS
1074,2004,HARYANA,Kurukshetra,JAI SINGH,M,,GEN,GEN,IND,,,,1346,0.12%,0.16%,1161933,13,850994,0,0,OTHERS
1075,2004,HARYANA,Kurukshetra,JAGMOHAN,M,,GEN,GEN,IND,,,,964,0.08%,0.11%,1161933,14,850994,0,0,OTHERS
1076,2004,HARYANA,Kurukshetra,ATAM PRAKASH,M,,GEN,GEN,IND,,,,705,0.06%,0.08%,1161933,15,850994,0,0,OTHERS
1077,2004,HARYANA,Karnal,ARVIND KUMAR SHARMA,M,,GEN,GEN,INC,,,,318948,25.71%,38.94%,1240344,1,819068,1,0,UPA
1078,2004,HARYANA,Karnal,I. D. SWAMI,M,,GEN,GEN,BJP,,,,154186,12.43%,18.82%,1240344,2,819068,0,1,NDA
1079,2004,HARYANA,Karnal,ASHOK KUMAR ARORA,M,,GEN,GEN,INLD,,,,113510,9.15%,13.86%,1240344,3,819068,0,0,OTHERS
1080,2004,HARYANA,Karnal,RAJ KUMAR,M,,GEN,GEN,ES,,,,82430,6.65%,10.06%,1240344,4,819068,0,0,OTHERS
1081,2004,HARYANA,Karnal,ASHOK KUMAR KASHYAP,M,,GEN,GEN,BSP,,,,67392,5.43%,8.23%,1240344,5,819068,0,0,OTHERS
1082,2004,HARYANA,Karnal,KULDIP SHARMA,M,,GEN,GEN,IND,,,,27223,2.19%,3.32%,1240344,6,819068,0,0,OTHERS
1083,2004,HARYANA,Karnal,RAM CHANDER JANGRA,M,,GEN,GEN,HVP,,,,21371,1.72%,2.61%,1240344,7,819068,0,0,OTHERS
1084,2004,HARYANA,Karnal,NARESH SACHDEVA,M,,GEN,GEN,IND,,,,6282,0.51%,0.77%,1240344,8,819068,0,0,OTHERS
1085,2004,HARYANA,Karnal,MAHINDER SINGH RANA,M,,GEN,SC,IND,,,,4807,0.39%,0.59%,1240344,9,819068,0,0,OTHERS
1086,2004,HARYANA,Karnal,RAGHUMAL BHATT,M,,GEN,SC,SP,,,,3696,0.30%,0.45%,1240344,10,819068,0,0,OTHERS
1087,2004,HARYANA,Karnal,RAM MEHAR SINGH,M,,GEN,GEN,IND,,,,2490,0.20%,0.30%,1240344,11,819068,0,0,OTHERS
1088,2004,HARYANA,Karnal,MAHINDER SINGH,M,,GEN,GEN,CPI(ML)(L),,,,2487,0.20%,0.30%,1240344,12,819068,0,0,LEFT FRONT
1089,2004,HARYANA,Karnal,RISHI RAM GUPTA,M,,GEN,GEN,IND,,,,2364,0.19%,0.29%,1240344,13,819068,0,0,OTHERS
1090,2004,HARYANA,Karnal,RAJBIR SINGH CHAUHAN,M,,GEN,GEN,IND,,,,2088,0.17%,0.25%,1240344,14,819068,0,0,OTHERS
1091,2004,HARYANA,Karnal,ANGREJ SINGH JOON,M,,GEN,GEN,RGD,,,,1977,0.16%,0.24%,1240344,15,819068,0,0,OTHERS
1092,2004,HARYANA,Karnal,DULI CHAND MALIK,M,,GEN,GEN,IND,,,,1888,0.15%,0.23%,1240344,16,819068,0,0,OTHERS
1093,2004,HARYANA,Karnal,SURINDER SINGH HOODA,M,,GEN,GEN,LJNSP,,,,1729,0.14%,0.21%,1240344,17,819068,0,0,UPA
1094,2004,HARYANA,Karnal,RAJ KUMAR KASHYAP,M,,GEN,GEN,IND,,,,1707,0.14%,0.21%,1240344,18,819068,0,0,OTHERS
1095,2004,HARYANA,Karnal,ROSHAN LAL BINDAL,M,,GEN,GEN,SHS,,,,1315,0.11%,0.16%,1240344,19,819068,0,0,NDA
1096,2004,HARYANA,Karnal,PREMO ALIAS PREMVATI KASHYAP,F,,GEN,GEN,FCI,,,,1037,0.08%,0.13%,1240344,20,819068,0,0,OTHERS
1097,2004,HARYANA,Sonepat,KISHAN SINGH SANGWAN,M,,GEN,GEN,BJP,,,,233477,20.50%,31.67%,1138771,1,737319,1,0,NDA
1098,2004,HARYANA,Sonepat,DHARAM PAL SINGH MALIK,M,,GEN,GEN,INC,,,,225908,19.84%,30.64%,1138771,2,737319,0,1,UPA
1099,2004,HARYANA,Sonepat,KRISHNA MALIK,F,,GEN,GEN,INLD,,,,198866,17.46%,26.97%,1138771,3,737319,0,0,OTHERS
1100,2004,HARYANA,Sonepat,SUGAN GUPTA,M,,GEN,GEN,BSP,,,,37185,3.27%,5.04%,1138771,4,737319,0,0,OTHERS
1101,2004,HARYANA,Sonepat,JAGBIR SINGH MALIK,M,,GEN,GEN,IND,,,,21126,1.86%,2.87%,1138771,5,737319,0,0,OTHERS
1102,2004,HARYANA,Sonepat,SHAMSHER,M,,GEN,GEN,IND,,,,2926,0.26%,0.40%,1138771,6,737319,0,0,OTHERS
1103,2004,HARYANA,Sonepat,SANT RAM,M,,GEN,SC,IND,,,,2889,0.25%,0.39%,1138771,7,737319,0,0,OTHERS
1104,2004,HARYANA,Sonepat,SITYENDER,M,,GEN,GEN,IND,,,,2055,0.18%,0.28%,1138771,8,737319,0,0,OTHERS
1105,2004,HARYANA,Sonepat,BASANT,M,,GEN,GEN,IND,,,,1787,0.16%,0.24%,1138771,9,737319,0,0,OTHERS
1106,2004,HARYANA,Sonepat,SATBIR,M,,GEN,GEN,IND,,,,1662,0.15%,0.23%,1138771,10,737319,0,0,OTHERS
1107,2004,HARYANA,Sonepat,HARI PARKASH,M,,GEN,GEN,IND,,,,1640,0.14%,0.22%,1138771,11,737319,0,0,OTHERS
1108,2004,HARYANA,Sonepat,KIRPAL SINGH,M,,GEN,GEN,JD(S),,,,1346,0.12%,0.18%,1138771,12,737319,0,0,OTHERS
1109,2004,HARYANA,Sonepat,BRAHAM SINGH,M,,GEN,GEN,IND,,,,1184,0.10%,0.16%,1138771,13,737319,0,0,OTHERS
1110,2004,HARYANA,Sonepat,BALBIR SINGH,M,,GEN,SC,RSBP,,,,999,0.09%,0.14%,1138771,14,737319,0,0,OTHERS
1111,2004,HARYANA,Sonepat,JAGDISH RAI AGGARWAL,M,,GEN,GEN,IND,,,,949,0.08%,0.13%,1138771,15,737319,0,0,OTHERS
1112,2004,HARYANA,Sonepat,KRISHAN,M,,GEN,GEN,IND,,,,747,0.07%,0.10%,1138771,16,737319,0,0,OTHERS
1113,2004,HARYANA,Sonepat,SUBE SINGH,M,,GEN,GEN,JCP,,,,671,0.06%,0.09%,1138771,17,737319,0,0,OTHERS
1114,2004,HARYANA,Sonepat,NAVEEN KUMAR,M,,GEN,GEN,IND,,,,597,0.05%,0.08%,1138771,18,737319,0,0,OTHERS
1115,2004,HARYANA,Sonepat,JAI KISHAN,M,,GEN,GEN,IND,,,,574,0.05%,0.08%,1138771,19,737319,0,0,OTHERS
1116,2004,HARYANA,Sonepat,SATYA PAL,M,,GEN,GEN,LJNSP,,,,531,0.05%,0.07%,1138771,20,737319,0,0,UPA
1117,2004,HARYANA,Rohtak,BHUPINDER SINGH,M,,GEN,GEN,INC,,,,324235,30.72%,48.79%,1055610,1,664564,1,0,UPA
1118,2004,HARYANA,Rohtak,ABHIMANYU,M,,GEN,GEN,BJP,,,,173800,16.46%,26.15%,1055610,2,664564,0,1,NDA
1119,2004,HARYANA,Rohtak,BHIM SINGH,M,,GEN,GEN,INLD,,,,105640,10.01%,15.90%,1055610,3,664564,0,0,OTHERS
1120,2004,HARYANA,Rohtak,GEETA,F,,GEN,GEN,BSP,,,,24228,2.30%,3.65%,1055610,4,664564,0,0,OTHERS
1121,2004,HARYANA,Rohtak,USHA,F,,GEN,GEN,HVP,,,,10334,0.98%,1.56%,1055610,5,664564,0,0,OTHERS
1122,2004,HARYANA,Rohtak,AJAY SINGH,M,,GEN,GEN,AIFB,,,,2637,0.25%,0.40%,1055610,6,664564,0,0,LEFT FRONT
1123,2004,HARYANA,Rohtak,JAIPAL,M,,GEN,GEN,IND,,,,2575,0.24%,0.39%,1055610,7,664564,0,0,OTHERS
1124,2004,HARYANA,Rohtak,RADHE SHYAM,M,,GEN,GEN,IND,,,,2095,0.20%,0.32%,1055610,8,664564,0,0,OTHERS
1125,2004,HARYANA,Rohtak,NAFE,M,,GEN,GEN,IND,,,,2033,0.19%,0.31%,1055610,9,664564,0,0,OTHERS
1126,2004,HARYANA,Rohtak,ANOOP SINGH MATANHAIL,M,,GEN,GEN,IND,,,,1984,0.19%,0.30%,1055610,10,664564,0,0,OTHERS
1127,2004,HARYANA,Rohtak,RANVIR SINGH,M,,GEN,GEN,IND,,,,1956,0.19%,0.29%,1055610,11,664564,0,0,OTHERS
1128,2004,HARYANA,Rohtak,BHARPUR,M,,GEN,GEN,RLD,,,,1849,0.18%,0.28%,1055610,12,664564,0,0,OTHERS
1129,2004,HARYANA,Rohtak,SHISHPAL,M,,GEN,GEN,SAP,,,,1291,0.12%,0.19%,1055610,13,664564,0,0,OTHERS
1130,2004,HARYANA,Rohtak,RAMPHAL,M,,GEN,GEN,IND,,,,976,0.09%,0.15%,1055610,14,664564,0,0,OTHERS
1131,2004,HARYANA,Rohtak,KARAN SINGH,M,,GEN,GEN,IND,,,,959,0.09%,0.14%,1055610,15,664564,0,0,OTHERS
1132,2004,HARYANA,Rohtak,AJAY KUMAR,M,,GEN,GEN,IND,,,,949,0.09%,0.14%,1055610,16,664564,0,0,OTHERS
1133,2004,HARYANA,Rohtak,HARI SINGH,M,,GEN,GEN,IND,,,,938,0.09%,0.14%,1055610,17,664564,0,0,OTHERS
1134,2004,HARYANA,Rohtak,KULDEEP SINGH,M,,GEN,GEN,IND,,,,857,0.08%,0.13%,1055610,18,664564,0,0,OTHERS
1135,2004,HARYANA,Rohtak,BIMLA,F,,GEN,GEN,BRPP,,,,585,0.06%,0.09%,1055610,19,664564,0,0,OTHERS
1136,2004,HARYANA,Rohtak,SATENDER,M,,GEN,GEN,IND,,,,466,0.04%,0.07%,1055610,20,664564,0,0,OTHERS
1137,2004,HARYANA,Rohtak,ANOOP SINGH,M,,GEN,SC,RVP,,,,460,0.04%,0.07%,1055610,21,664564,0,0,OTHERS
1138,2004,HARYANA,Rohtak,MUKHTIAR SINGH,M,,GEN,GEN,IND,,,,419,0.04%,0.06%,1055610,22,664564,0,0,OTHERS
1139,2004,HARYANA,Rohtak,SAJJAN SINGH,M,,GEN,GEN,IND,,,,404,0.04%,0.06%,1055610,23,664564,0,0,OTHERS
1140,2004,HARYANA,Rohtak,JAIMAL,M,,GEN,GEN,RSKP,,,,379,0.04%,0.06%,1055610,24,664564,0,0,OTHERS
1141,2004,HARYANA,Faridabad,AVTAR SINGH BHADANA,M,,GEN,GEN,INC,,,,357284,23.10%,42.29%,1546578,1,844770,1,0,UPA
1142,2004,HARYANA,Faridabad,MOHD. ILYAS,M,,GEN,GEN,INLD,,,,205355,13.28%,24.31%,1546578,2,844770,0,1,OTHERS
1143,2004,HARYANA,Faridabad,RAMCHANDER BAINDA,M,,GEN,GEN,BJP,,,,171714,11.10%,20.33%,1546578,3,844770,0,0,NDA
1144,2004,HARYANA,Faridabad,HAJI ABDUL MALIK,M,,GEN,GEN,BSP,,,,71459,4.62%,8.46%,1546578,4,844770,0,0,OTHERS
1145,2004,HARYANA,Faridabad,DEVENDER BHADANA,M,,GEN,GEN,HVP,,,,13042,0.84%,1.54%,1546578,5,844770,0,0,OTHERS
1146,2004,HARYANA,Faridabad,DR. K. P. SINGH,M,,GEN,SC,IND,,,,4956,0.32%,0.59%,1546578,6,844770,0,0,OTHERS
1147,2004,HARYANA,Faridabad,CHAUDHARY AKHTAR,M,,GEN,GEN,SP,,,,4407,0.28%,0.52%,1546578,7,844770,0,0,OTHERS
1148,2004,HARYANA,Faridabad,SUBHASH BAGHEL,M,,GEN,GEN,LP(S),,,,4172,0.27%,0.49%,1546578,8,844770,0,0,OTHERS
1149,2004,HARYANA,Faridabad,LOKENDRA SINGH,M,,GEN,GEN,SHS,,,,3920,0.25%,0.46%,1546578,9,844770,0,0,NDA
1150,2004,HARYANA,Faridabad,CHANDER BHAN SHARMA,M,,GEN,GEN,IND,,,,3769,0.24%,0.45%,1546578,10,844770,0,0,OTHERS
1151,2004,HARYANA,Faridabad,BALDEV SINGH,M,,GEN,GEN,IND,,,,2063,0.13%,0.24%,1546578,11,844770,0,0,OTHERS
1152,2004,HARYANA,Faridabad,RAM NIWAS RATHI,M,,GEN,GEN,LJNSP,,,,1097,0.07%,0.13%,1546578,12,844770,0,0,UPA
1153,2004,HARYANA,Faridabad,KAMAL GODARA,M,,GEN,GEN,IND,,,,856,0.06%,0.10%,1546578,13,844770,0,0,OTHERS
1154,2004,HARYANA,Faridabad,AKHTAR HUSAIN,M,,GEN,GEN,IND,,,,624,0.04%,0.07%,1546578,14,844770,0,0,OTHERS
1155,2004,HARYANA,Mahendragarh,INDERJIT SINGH,M,,GEN,GEN,INC,,,,358714,25.10%,42.23%,1429015,1,849391,1,0,UPA
1156,2004,HARYANA,Mahendragarh,DR. SUDHA YADAV,F,,GEN,GEN,BJP,,,,148373,10.38%,17.47%,1429015,2,849391,0,1,NDA
1157,2004,HARYANA,Mahendragarh,RAGHU YADAV,M,,GEN,GEN,SP,,,,121062,8.47%,14.25%,1429015,3,849391,0,0,OTHERS
1158,2004,HARYANA,Mahendragarh,SWAMI DHARAM DEV,M,,GEN,GEN,INLD,,,,115154,8.06%,13.56%,1429015,4,849391,0,0,OTHERS
1159,2004,HARYANA,Mahendragarh,ROHTASH,M,,GEN,GEN,BSP,,,,56181,3.93%,6.61%,1429015,5,849391,0,0,OTHERS
1160,2004,HARYANA,Mahendragarh,ANIL RAO,M,,GEN,GEN,HVP,,,,30134,2.11%,3.55%,1429015,6,849391,0,0,OTHERS
1161,2004,HARYANA,Mahendragarh,SATBIR KUNDU,M,,GEN,GEN,IND,,,,7207,0.50%,0.85%,1429015,7,849391,0,0,OTHERS
1162,2004,HARYANA,Mahendragarh,COMRADE RAJENDER SINGH ADVOCATE,M,,GEN,GEN,IND,,,,3286,0.23%,0.39%,1429015,8,849391,0,0,OTHERS
1163,2004,HARYANA,Mahendragarh,AJAY KUMAR,M,,GEN,GEN,RVP,,,,2939,0.21%,0.35%,1429015,9,849391,0,0,OTHERS
1164,2004,HARYANA,Mahendragarh,RAM KISHAN,M,,GEN,GEN,BRPP,,,,1683,0.12%,0.20%,1429015,10,849391,0,0,OTHERS
1165,2004,HARYANA,Mahendragarh,NARESH,M,,GEN,GEN,IND,,,,1495,0.10%,0.18%,1429015,11,849391,0,0,OTHERS
1166,2004,HARYANA,Mahendragarh,BHAGAT BAL KISHAN SAINI,M,,GEN,GEN,IND,,,,1439,0.10%,0.17%,1429015,12,849391,0,0,OTHERS
1167,2004,HARYANA,Mahendragarh,ALAKH MOHAN MATHUR,M,,GEN,GEN,IND,,,,908,0.06%,0.11%,1429015,13,849391,0,0,OTHERS
1168,2004,HARYANA,Mahendragarh,VED PRAKASH,M,,GEN,GEN,NSSP,,,,730,0.05%,0.09%,1429015,14,849391,0,0,OTHERS
1169,2004,HARYANA,Bhiwani,KULDEEP BISHNOI,M,,GEN,GEN,INC,,,,290936,24.40%,33.38%,1192271,1,871464,1,0,UPA
1170,2004,HARYANA,Bhiwani,SURENDER SINGH,M,,GEN,GEN,HVP,,,,266532,22.35%,30.58%,1192271,2,871464,0,1,OTHERS
1171,2004,HARYANA,Bhiwani,AJAY SINGH CHAUTALA,M,,GEN,GEN,INLD,,,,241958,20.29%,27.76%,1192271,3,871464,0,0,OTHERS
1172,2004,HARYANA,Bhiwani,RAM BILAS,M,,GEN,GEN,BJP,,,,24467,2.05%,2.81%,1192271,4,871464,0,0,NDA
1173,2004,HARYANA,Bhiwani,RAMANAND,M,,GEN,GEN,BSP,,,,17216,1.44%,1.98%,1192271,5,871464,0,0,OTHERS
1174,2004,HARYANA,Bhiwani,MANGE RAM,M,,GEN,GEN,IND,,,,5638,0.47%,0.65%,1192271,6,871464,0,0,OTHERS
1175,2004,HARYANA,Bhiwani,SURENDER,M,,GEN,GEN,IND,,,,4855,0.41%,0.56%,1192271,7,871464,0,0,OTHERS
1176,2004,HARYANA,Bhiwani,SANJEEV,M,,GEN,GEN,IND,,,,4513,0.38%,0.52%,1192271,8,871464,0,0,OTHERS
1177,2004,HARYANA,Bhiwani,KULDEEP,M,,GEN,GEN,IND,,,,4450,0.37%,0.51%,1192271,9,871464,0,0,OTHERS
1178,2004,HARYANA,Bhiwani,MAHENDER SINGH,M,,GEN,GEN,SP,,,,2977,0.25%,0.34%,1192271,10,871464,0,0,OTHERS
1179,2004,HARYANA,Bhiwani,RAJ DEVI JANGRA,F,,GEN,GEN,IND,,,,1950,0.16%,0.22%,1192271,11,871464,0,0,OTHERS
1180,2004,HARYANA,Bhiwani,BHAL SINGH,M,,GEN,GEN,IND,,,,1826,0.15%,0.21%,1192271,12,871464,0,0,OTHERS
1181,2004,HARYANA,Bhiwani,DEVI LAL,M,,GEN,GEN,IND,,,,1474,0.12%,0.17%,1192271,13,871464,0,0,OTHERS
1182,2004,HARYANA,Bhiwani,KAPTAN,M,,GEN,GEN,LJNSP,,,,891,0.07%,0.10%,1192271,14,871464,0,0,UPA
1183,2004,HARYANA,Bhiwani,TAPESH BAGATI,M,,GEN,GEN,IND,,,,846,0.07%,0.10%,1192271,15,871464,0,0,OTHERS
1184,2004,HARYANA,Bhiwani,MANGAL SINGH,M,,GEN,GEN,IND,,,,615,0.05%,0.07%,1192271,16,871464,0,0,OTHERS
1185,2004,HARYANA,Hissar,JAI PARKASH,M,,GEN,GEN,INC,,,,407210,35.82%,52.88%,1136762,1,769998,1,0,UPA
1186,2004,HARYANA,Hissar,SURENDER SINGH BARWALA,M,,GEN,GEN,INLD,,,,224442,19.74%,29.15%,1136762,2,769998,0,1,OTHERS
1187,2004,HARYANA,Hissar,SWAMI RAGHVANAND,M,,GEN,GEN,BJP,,,,64722,5.69%,8.41%,1136762,3,769998,0,0,NDA
1188,2004,HARYANA,Hissar,SANT RAM PRAKASH,M,,GEN,SC,BSP,,,,25060,2.20%,3.25%,1136762,4,769998,0,0,OTHERS
1189,2004,HARYANA,Hissar,KANWAL SINGH,M,,GEN,GEN,HVP,,,,19475,1.71%,2.53%,1136762,5,769998,0,0,OTHERS
1190,2004,HARYANA,Hissar,SUNIL KUMAR,M,,GEN,GEN,IND,,,,9686,0.85%,1.26%,1136762,6,769998,0,0,OTHERS
1191,2004,HARYANA,Hissar,RAMJI LAL,M,,GEN,GEN,IND,,,,4917,0.43%,0.64%,1136762,7,769998,0,0,OTHERS
1192,2004,HARYANA,Hissar,SATPAL,M,,GEN,GEN,IND,,,,3115,0.27%,0.40%,1136762,8,769998,0,0,OTHERS
1193,2004,HARYANA,Hissar,SHAMSHER,M,,GEN,GEN,IND,,,,2933,0.26%,0.38%,1136762,9,769998,0,0,OTHERS
1194,2004,HARYANA,Hissar,RAMNIWAS,M,,GEN,GEN,SP,,,,2598,0.23%,0.34%,1136762,10,769998,0,0,OTHERS
1195,2004,HARYANA,Hissar,RANDHIR SINGH,M,,GEN,GEN,IND,,,,2105,0.19%,0.27%,1136762,11,769998,0,0,OTHERS
1196,2004,HARYANA,Hissar,BALWAN ARYA,M,,GEN,GEN,IND,,,,1386,0.12%,0.18%,1136762,12,769998,0,0,OTHERS
1197,2004,HARYANA,Hissar,PARMESHWAR DAS,M,,GEN,GEN,IND,,,,666,0.06%,0.09%,1136762,13,769998,0,0,OTHERS
1198,2004,HARYANA,Hissar,PRITAM KUMAR,M,,GEN,GEN,IND,,,,575,0.05%,0.07%,1136762,14,769998,0,0,OTHERS
1199,2004,HARYANA,Hissar,NIRAJ,M,,GEN,GEN,IND,,,,535,0.05%,0.07%,1136762,15,769998,0,0,OTHERS
1200,2004,HARYANA,Hissar,ATAM PRAKASH,M,,GEN,GEN,IND,,,,426,0.04%,0.06%,1136762,16,769998,0,0,OTHERS
1201,2004,HARYANA,Sirsa,ATMA SINGH GILL,M,,SC,SC,INC,,,,349397,28.64%,41.51%,1219935,1,841683,1,0,UPA
1202,2004,HARYANA,Sirsa,DR. SUSHIL INDORA,M,,SC,SC,INLD,,,,277922,22.78%,33.02%,1219935,2,841683,0,1,OTHERS
1203,2004,HARYANA,Sirsa,MAHAVIR PARSHAD,M,,SC,SC,BJP,,,,115128,9.44%,13.68%,1219935,3,841683,0,0,NDA
1204,2004,HARYANA,Sirsa,RAIR CHAND,M,,SC,SC,HVP,,,,46059,3.78%,5.47%,1219935,4,841683,0,0,OTHERS
1205,2004,HARYANA,Sirsa,DR. RAMESH BHUKAL,M,,SC,SC,BSP,,,,24448,2.00%,2.90%,1219935,5,841683,0,0,OTHERS
1206,2004,HARYANA,Sirsa,VIKARAMJIT,M,,SC,SC,IND,,,,13132,1.08%,1.56%,1219935,6,841683,0,0,OTHERS
1207,2004,HARYANA,Sirsa,AMI LAL,M,,SC,SC,RVP,,,,10823,0.89%,1.29%,1219935,7,841683,0,0,OTHERS
1208,2004,HARYANA,Sirsa,DESRAJ,M,,SC,SC,IND,,,,4773,0.39%,0.57%,1219935,8,841683,0,0,OTHERS
1209,2004,HIMACHAL PRADESH,Simla,DHANI RAM SHANDIL,M,,SC,SC,INC,,,,311182,30.54%,58.86%,1018988,1,528717,1,0,UPA
1210,2004,HIMACHAL PRADESH,Simla,HIRA NAND KASHYAP,M,,SC,SC,BJP,,,,203002,19.92%,38.40%,1018988,2,528717,0,1,NDA
1211,2004,HIMACHAL PRADESH,Simla,SOM NATH,M,,SC,SC,BSP,,,,14471,1.42%,2.74%,1018988,3,528717,0,0,OTHERS
1212,2004,HIMACHAL PRADESH,Mandi,PRATIBHA SINGH,F,,GEN,GEN,INC,,,,357623,33.58%,53.37%,1065083,1,670057,1,0,UPA
1213,2004,HIMACHAL PRADESH,Mandi,MAHESHWAR SINGH,M,,GEN,GEN,BJP,,,,291057,27.33%,43.44%,1065083,2,670057,0,1,NDA
1214,2004,HIMACHAL PRADESH,Mandi,MOHAN LAL SAHNI,M,,GEN,SC,BSP,,,,8671,0.81%,1.29%,1065083,3,670057,0,0,OTHERS
1215,2004,HIMACHAL PRADESH,Mandi,SHAN MOHAMMAD,M,,GEN,GEN,IND,,,,8076,0.76%,1.21%,1065083,4,670057,0,0,OTHERS
1216,2004,HIMACHAL PRADESH,Mandi,KASHMIR SINGH GULERIA,M,,GEN,GEN,IND,,,,4125,0.39%,0.62%,1065083,5,670057,0,0,OTHERS
1217,2004,HIMACHAL PRADESH,Kangra,CHANDER KUMAR,M,,GEN,GEN,INC,,,,314555,30.43%,48.83%,1033686,1,644217,1,0,UPA
1218,2004,HIMACHAL PRADESH,Kangra,SHANTA KUMAR,M,,GEN,GEN,BJP,,,,296764,28.71%,46.07%,1033686,2,644217,0,1,NDA
1219,2004,HIMACHAL PRADESH,Kangra,LT. COL. SHAKTI CHAND CHAUDHARY ( RETD.),M,,GEN,GEN,BSP,,,,10860,1.05%,1.69%,1033686,3,644217,0,0,OTHERS
1220,2004,HIMACHAL PRADESH,Kangra,FAKIR CHAND,M,,GEN,GEN,IND,,,,10594,1.02%,1.64%,1033686,4,644217,0,0,OTHERS
