id,year,statename,pcname,candidate,sex,age,PC Type,category,party,symbol,general,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
748,1999,BIHAR,Sasaram,Ayodhaya Ram,M,,SC,,IND,,,,4251,0.37%,0.64%,1144324,7,662269,0,0,OTHERS
749,1999,BIHAR,Sasaram,Tengar Paswan,M,,SC,,SSD,,,,2052,0.18%,0.31%,1144324,8,662269,0,0,OTHERS
750,1999,BIHAR,Bikramganj,Kanti Singh,F,,GEN,,RJD,,,,346259,30.68%,46.63%,1128738,1,742514,1,0,CONGRESS
751,1999,BIHAR,Bikramganj,Vashisht  Narayan Singh,M,,GEN,,JD(U),,,,311491,27.60%,41.95%,1128738,2,742514,0,1,NDA
752,1999,BIHAR,Bikramganj,Arun Singh,M,,GEN,,CPI(ML)(L),,,,52384,4.64%,7.05%,1128738,3,742514,0,0,OTHERS
753,1999,BIHAR,Bikramganj,Narendra Singh Kushwaha,M,,GEN,,BSP,,,,14801,1.31%,1.99%,1128738,4,742514,0,0,OTHERS
754,1999,BIHAR,Bikramganj,Lakshman Choudhary,M,,GEN,,SSD,,,,3058,0.27%,0.41%,1128738,5,742514,0,0,OTHERS
755,1999,BIHAR,Bikramganj,Kumar Arun Deo,M,,GEN,,SHS,,,,2116,0.19%,0.28%,1128738,6,742514,0,0,NDA
756,1999,BIHAR,Bikramganj,Bhagwan Singh,M,,GEN,,IND,,,,1131,0.10%,0.15%,1128738,7,742514,0,0,OTHERS
757,1999,BIHAR,Bikramganj,Krishna Pratap Prabhakar,M,,GEN,,RLD,,,,1094,0.10%,0.15%,1128738,8,742514,0,0,NDA
758,1999,BIHAR,Bikramganj,Kapur Chand Singh,M,,GEN,,IND,,,,862,0.08%,0.12%,1128738,9,742514,0,0,OTHERS
759,1999,BIHAR,Bikramganj,Kedar Pandey,M,,GEN,,ABHM,,,,702,0.06%,0.09%,1128738,10,742514,0,0,OTHERS
760,1999,BIHAR,Bikramganj,Kamlesh Choudhary,M,,GEN,,IND,,,,513,0.05%,0.07%,1128738,11,742514,0,0,OTHERS
761,1999,BIHAR,Bikramganj,Kamta Singh,M,,GEN,,IND,,,,507,0.04%,0.07%,1128738,12,742514,0,0,OTHERS
762,1999,BIHAR,Aurangabad-BR,Shyama Singh,F,,GEN,,INC,,,,317418,29.08%,46.41%,1091472,1,683925,1,0,CONGRESS
763,1999,BIHAR,Aurangabad-BR,Sushil Kumar Singh,M,,GEN,,JD(U),,,,247002,22.63%,36.12%,1091472,2,683925,0,1,NDA
764,1999,BIHAR,Aurangabad-BR,Raja Ram Singh,M,,GEN,,IND,,,,83970,7.69%,12.28%,1091472,3,683925,0,0,OTHERS
765,1999,BIHAR,Aurangabad-BR,Ganesh Prasad,M,,GEN,,BSP,,,,15005,1.37%,2.19%,1091472,4,683925,0,0,OTHERS
766,1999,BIHAR,Aurangabad-BR,Akhilesh Ku  Singh,M,,GEN,,AJBP,,,,2910,0.27%,0.43%,1091472,5,683925,0,0,OTHERS
767,1999,BIHAR,Aurangabad-BR,Indra Deo Ram,M,,GEN,,IND,,,,2253,0.21%,0.33%,1091472,6,683925,0,0,OTHERS
768,1999,BIHAR,Aurangabad-BR,Arun Kumar,M,,GEN,,JP,,,,2023,0.19%,0.30%,1091472,7,683925,0,0,OTHERS
769,1999,BIHAR,Aurangabad-BR,Sanjeev  Ku  Singh,M,,GEN,,IND,,,,1922,0.18%,0.28%,1091472,8,683925,0,0,OTHERS
770,1999,BIHAR,Aurangabad-BR,Lala Shambhu Nath,M,,GEN,,IND,,,,1118,0.10%,0.16%,1091472,9,683925,0,0,OTHERS
771,1999,BIHAR,Aurangabad-BR,Shashi Bala Singh,F,,GEN,,SHS,,,,1002,0.09%,0.15%,1091472,10,683925,0,0,NDA
772,1999,BIHAR,Jahanabad,Arun Kumar,M,,GEN,,JD(U),,,,333332,30.16%,42.40%,1105202,1,786107,1,0,NDA
773,1999,BIHAR,Jahanabad,Surendra Prasad Yadav,M,,GEN,,RJD,,,,316045,28.60%,40.20%,1105202,2,786107,0,1,CONGRESS
774,1999,BIHAR,Jahanabad,Ramadhar Singh,M,,GEN,,CPI(ML)(L),,,,99325,8.99%,12.64%,1105202,3,786107,0,0,OTHERS
775,1999,BIHAR,Jahanabad,Ramashraya Prasad Singh,M,,GEN,,IND,,,,16878,1.53%,2.15%,1105202,4,786107,0,0,OTHERS
776,1999,BIHAR,Jahanabad,Walma Mochi,M,,GEN,,IND,,,,2456,0.22%,0.31%,1105202,5,786107,0,0,OTHERS
777,1999,BIHAR,Jahanabad,Rampati Ram,M,,GEN,,SPSP,,,,1647,0.15%,0.21%,1105202,6,786107,0,0,OTHERS
778,1999,BIHAR,Jahanabad,Mahendra Manjhi,M,,GEN,,IND,,,,1640,0.15%,0.21%,1105202,7,786107,0,0,OTHERS
779,1999,BIHAR,Jahanabad,Nahku Choudhary,M,,GEN,,IND,,,,1101,0.10%,0.14%,1105202,8,786107,0,0,OTHERS
780,1999,BIHAR,Jahanabad,Sidhnath Singh,M,,GEN,,AJBP,,,,1006,0.09%,0.13%,1105202,9,786107,0,0,OTHERS
781,1999,BIHAR,Jahanabad,Shravan Yadav,M,,GEN,,IND,,,,961,0.09%,0.12%,1105202,10,786107,0,0,OTHERS
782,1999,BIHAR,Jahanabad,Lakshman Thakur,M,,GEN,,JP,,,,891,0.08%,0.11%,1105202,11,786107,0,0,OTHERS
783,1999,BIHAR,Nawada,Sanjay Paswan,M,,SC,,BJP,,,,453943,38.67%,52.83%,1173989,1,859271,1,0,NDA
784,1999,BIHAR,Nawada,Vijay Kumar Choudhary,M,,SC,,RJD,,,,369858,31.50%,43.04%,1173989,2,859271,0,1,CONGRESS
785,1999,BIHAR,Nawada,Gajendra Manjhi,M,,SC,,CPI(ML)(L),,,,11288,0.96%,1.31%,1173989,3,859271,0,0,OTHERS
786,1999,BIHAR,Nawada,Bundel Manjhi,M,,SC,,BSP,,,,8281,0.71%,0.96%,1173989,4,859271,0,0,OTHERS
787,1999,BIHAR,Nawada,Ram Chandra Ram,M,,SC,,AJBP,,,,1456,0.12%,0.17%,1173989,5,859271,0,0,OTHERS
788,1999,BIHAR,Nawada,Devendra Prasad,M,,SC,,IND,,,,1216,0.10%,0.14%,1173989,6,859271,0,0,OTHERS
789,1999,BIHAR,Nawada,Pramod Choudhary,M,,SC,,IND,,,,1042,0.09%,0.12%,1173989,7,859271,0,0,OTHERS
790,1999,BIHAR,Nawada,Vishnu Paswan,M,,SC,,JP,,,,920,0.08%,0.11%,1173989,8,859271,0,0,OTHERS
791,1999,BIHAR,Nawada,Pulis Kr Das,M,,SC,,IND,,,,877,0.07%,0.10%,1173989,9,859271,0,0,OTHERS
792,1999,BIHAR,Nawada,Sanjay Kumar Paswan,M,,SC,,NCP,,,,754,0.06%,0.09%,1173989,10,859271,0,0,OTHERS
793,1999,BIHAR,Nawada,Bhimal Choudhary,M,,SC,,IND,,,,372,0.03%,0.04%,1173989,11,859271,0,0,OTHERS
794,1999,BIHAR,Nawada,Ram Pravesh Paswan,M,,SC,,IND,,,,345,0.03%,0.04%,1173989,12,859271,0,0,OTHERS
795,1999,BIHAR,Gaya,Ramji Manjhi,M,,SC,,BJP,,,,319530,30.24%,49.31%,1056530,1,647985,1,0,NDA
796,1999,BIHAR,Gaya,Rajesh Kumar,M,,SC,,RJD,,,,298747,28.28%,46.10%,1056530,2,647985,0,1,CONGRESS
797,1999,BIHAR,Gaya,Niranjan Kumar,M,,SC,,CPI(ML)(L),,,,9627,0.91%,1.49%,1056530,3,647985,0,0,OTHERS
798,1999,BIHAR,Gaya,Mahavir Ram,M,,SC,,JP,,,,3037,0.29%,0.47%,1056530,4,647985,0,0,OTHERS
799,1999,BIHAR,Gaya,Ram Pravesh Paswan,M,,SC,,AJBP,,,,2476,0.23%,0.38%,1056530,5,647985,0,0,OTHERS
800,1999,BIHAR,Gaya,Jagdish Prasad,M,,SC,,NCP,,,,1308,0.12%,0.20%,1056530,6,647985,0,0,OTHERS
801,1999,BIHAR,Gaya,Gaya Paswan,M,,SC,,IND,,,,1012,0.10%,0.16%,1056530,7,647985,0,0,OTHERS
802,1999,BIHAR,Gaya,Jangi Paswan,M,,SC,,IND,,,,713,0.07%,0.11%,1056530,8,647985,0,0,OTHERS
803,1999,BIHAR,Chatra,Nagmani,M,,GEN,,RJD,,,,219783,21.65%,51.56%,1015184,1,426241,1,0,CONGRESS
804,1999,BIHAR,Chatra,Dhirendra Agrawal,M,,GEN,,BJP,,,,164684,16.22%,38.64%,1015184,2,426241,0,1,NDA
805,1999,BIHAR,Chatra,Mahavir Prasad Yadav,M,,GEN,,BSP,,,,11264,1.11%,2.64%,1015184,3,426241,0,0,OTHERS
806,1999,BIHAR,Chatra,Pooran Chand,M,,GEN,,JMM,,,,5005,0.49%,1.17%,1015184,4,426241,0,0,OTHERS
807,1999,BIHAR,Chatra,Kamlesh Kumar Singh,M,,GEN,,NCP,,,,3460,0.34%,0.81%,1015184,5,426241,0,0,OTHERS
808,1999,BIHAR,Chatra,Om Prakash Choudhary,M,,GEN,,IND,,,,2646,0.26%,0.62%,1015184,6,426241,0,0,OTHERS
809,1999,BIHAR,Chatra,Md Sayeed Khan,M,,GEN,,JD(S),,,,2333,0.23%,0.55%,1015184,7,426241,0,0,OTHERS
810,1999,BIHAR,Chatra,Girdhari Yadav,M,,GEN,,BJC(R),,,,2146,0.21%,0.50%,1015184,8,426241,0,0,OTHERS
811,1999,BIHAR,Chatra,Raj Ballabh Singh,M,,GEN,,SSD,,,,1425,0.14%,0.33%,1015184,9,426241,0,0,OTHERS
812,1999,BIHAR,Chatra,Shyam Narayan Singh,M,,GEN,,JP,,,,1344,0.13%,0.32%,1015184,10,426241,0,0,OTHERS
813,1999,BIHAR,Chatra,Kamakhya Narayan Sharma,M,,GEN,,AJBP,,,,1109,0.11%,0.26%,1015184,11,426241,0,0,OTHERS
814,1999,BIHAR,Chatra,Sarbulland Khan,M,,GEN,,IND,,,,581,0.06%,0.14%,1015184,12,426241,0,0,OTHERS
815,1999,BIHAR,Chatra,Sunil Kumar,M,,GEN,,IND,,,,565,0.06%,0.13%,1015184,13,426241,0,0,OTHERS
816,1999,BIHAR,Chatra,Pradeep Kumar Singh,M,,GEN,,IND,,,,424,0.04%,0.10%,1015184,14,426241,0,0,OTHERS
817,1999,BIHAR,Kodarma,Tilakdhari Pd Singh,M,,GEN,,INC,,,,273808,24.07%,45.44%,1137548,1,602557,1,0,CONGRESS
818,1999,BIHAR,Kodarma,Ritlal Prasad Verma,M,,GEN,,BJP,,,,263630,23.18%,43.75%,1137548,2,602557,0,1,NDA
819,1999,BIHAR,Kodarma,Nazmul Hasan,M,,GEN,,CPI(ML)(L),,,,21100,1.85%,3.50%,1137548,3,602557,0,0,OTHERS
820,1999,BIHAR,Kodarma,Dr Mumtaj Ansari,M,,GEN,,NCP,,,,19587,1.72%,3.25%,1137548,4,602557,0,0,OTHERS
821,1999,BIHAR,Kodarma,Bhagwat Rana,M,,GEN,,JMM,,,,9037,0.79%,1.50%,1137548,5,602557,0,0,OTHERS
822,1999,BIHAR,Kodarma,Aftab Ahmad,M,,GEN,,BSP,,,,3149,0.28%,0.52%,1137548,6,602557,0,0,OTHERS
823,1999,BIHAR,Kodarma,Samsad Ahmad,M,,GEN,,JP,,,,2014,0.18%,0.33%,1137548,7,602557,0,0,OTHERS
824,1999,BIHAR,Kodarma,Wakil Narayan,M,,GEN,,IND,,,,1369,0.12%,0.23%,1137548,8,602557,0,0,OTHERS
825,1999,BIHAR,Kodarma,Ramdeo Mahtha,M,,GEN,,IND,,,,1303,0.11%,0.22%,1137548,9,602557,0,0,OTHERS
826,1999,BIHAR,Giridih,Ravindra Kumar Pandey,M,,GEN,,BJP,,,,248454,22.27%,45.97%,1115417,1,540501,1,0,NDA
827,1999,BIHAR,Giridih,Rajendra Prasad Singh,M,,GEN,,INC,,,,228630,20.50%,42.30%,1115417,2,540501,0,1,CONGRESS
828,1999,BIHAR,Giridih,Shiva Mahato,M,,GEN,,JMM(U),,,,42802,3.84%,7.92%,1115417,3,540501,0,0,OTHERS
829,1999,BIHAR,Giridih,Kartik Mahato,M,,GEN,,JMM,,,,6256,0.56%,1.16%,1115417,4,540501,0,0,OTHERS
830,1999,BIHAR,Giridih,Kamal Das,M,,GEN,,BSP,,,,2944,0.26%,0.54%,1115417,5,540501,0,0,OTHERS
831,1999,BIHAR,Giridih,S H Khan,M,,GEN,,JD(S),,,,1061,0.10%,0.20%,1115417,6,540501,0,0,OTHERS
832,1999,BIHAR,Giridih,Sushma Devi,F,,GEN,,AJBP,,,,1008,0.09%,0.19%,1115417,7,540501,0,0,OTHERS
833,1999,BIHAR,Giridih,Karam Chand Mahali,M,,GEN,,IND,,,,482,0.04%,0.09%,1115417,8,540501,0,0,OTHERS
834,1999,BIHAR,Giridih,Bijay Pd Mahato,M,,GEN,,IND,,,,399,0.04%,0.07%,1115417,9,540501,0,0,OTHERS
835,1999,BIHAR,Dhanbad,Rita Verma,F,,GEN,,BJP,,,,366065,25.53%,47.48%,1433645,1,771044,1,0,NDA
836,1999,BIHAR,Dhanbad,A K Roy,M,,GEN,,MCO,,,,351839,24.54%,45.63%,1433645,2,771044,0,1,OTHERS
837,1999,BIHAR,Dhanbad,Kansari Mandal,M,,GEN,,JMM,,,,18617,1.30%,2.41%,1433645,3,771044,0,0,OTHERS
838,1999,BIHAR,Dhanbad,Upendra Narayan Singh,M,,GEN,,CPI(ML)(L),,,,7823,0.55%,1.01%,1433645,4,771044,0,0,OTHERS
839,1999,BIHAR,Dhanbad,S K Verma,M,,GEN,,JD(S),,,,6227,0.43%,0.81%,1433645,5,771044,0,0,OTHERS
840,1999,BIHAR,Dhanbad,Dhan Prasad,M,,GEN,,BSP,,,,4560,0.32%,0.59%,1433645,6,771044,0,0,OTHERS
841,1999,BIHAR,Dhanbad,Saroj Kumar Choudhary,M,,GEN,,AJBP,,,,1864,0.13%,0.24%,1433645,7,771044,0,0,OTHERS
842,1999,BIHAR,Dhanbad,Motilal Rajwar,M,,GEN,,IND,,,,1680,0.12%,0.22%,1433645,8,771044,0,0,OTHERS
843,1999,BIHAR,Dhanbad,Sharat Das,M,,GEN,,ABJS,,,,1613,0.11%,0.21%,1433645,9,771044,0,0,OTHERS
844,1999,BIHAR,Dhanbad,Munshi Hembram,M,,GEN,,IND,,,,1173,0.08%,0.15%,1433645,10,771044,0,0,OTHERS
845,1999,BIHAR,Hazaribagh,Yashwant Sinha,M,,GEN,,BJP,,,,283956,23.40%,47.30%,1213735,1,600310,1,0,NDA
846,1999,BIHAR,Hazaribagh,Akalu Ram Mahto,M,,GEN,,RJD,,,,101314,8.35%,16.88%,1213735,2,600310,0,1,CONGRESS
847,1999,BIHAR,Hazaribagh,Teklal Mahto,M,,GEN,,JMM(U),,,,71346,5.88%,11.88%,1213735,3,600310,0,0,OTHERS
848,1999,BIHAR,Hazaribagh,Ramendra Kumar,M,,GEN,,CPI,,,,55615,4.58%,9.26%,1213735,4,600310,0,0,OTHERS
849,1999,BIHAR,Hazaribagh,Ishwari Ram Paswan,M,,GEN,,INC,,,,36929,3.04%,6.15%,1213735,5,600310,0,0,CONGRESS
850,1999,BIHAR,Hazaribagh,Deoki Nandan Vedia,M,,GEN,,CPI(ML)(L),,,,20898,1.72%,3.48%,1213735,6,600310,0,0,OTHERS
851,1999,BIHAR,Hazaribagh,Fagu Besara,M,,GEN,,JMM,,,,12687,1.05%,2.11%,1213735,7,600310,0,0,OTHERS
852,1999,BIHAR,Hazaribagh,Deonath Paswan,M,,GEN,,BSP,,,,3829,0.32%,0.64%,1213735,8,600310,0,0,OTHERS
853,1999,BIHAR,Hazaribagh,Harvansh Kumar Srivastava,M,,GEN,,IND,,,,2113,0.17%,0.35%,1213735,9,600310,0,0,OTHERS
854,1999,BIHAR,Hazaribagh,Mahendra Ram,M,,GEN,,IND,,,,1327,0.11%,0.22%,1213735,10,600310,0,0,OTHERS
855,1999,BIHAR,Hazaribagh,Prashant Sahay,M,,GEN,,IND,,,,634,0.05%,0.11%,1213735,11,600310,0,0,OTHERS
856,1999,BIHAR,Hazaribagh,Naushad Hasan,M,,GEN,,IND,,,,632,0.05%,0.11%,1213735,12,600310,0,0,OTHERS
857,1999,BIHAR,Hazaribagh,Vijay Kumar Gupta,M,,GEN,,IND,,,,601,0.05%,0.10%,1213735,13,600310,0,0,OTHERS
858,1999,BIHAR,Ranchi,Ram Tahal Choudhary,M,,GEN,,BJP,,,,379261,33.51%,64.97%,1131760,1,583745,1,0,NDA
859,1999,BIHAR,Ranchi,K K Tewari,M,,GEN,,INC,,,,138084,12.20%,23.65%,1131760,2,583745,0,1,CONGRESS
860,1999,BIHAR,Ranchi,Prem Chand Mahto,M,,GEN,,JMM,,,,39021,3.45%,6.68%,1131760,3,583745,0,0,OTHERS
861,1999,BIHAR,Ranchi,Anant Prasad Gupta,M,,GEN,,CPI(ML)(L),,,,6306,0.56%,1.08%,1131760,4,583745,0,0,OTHERS
862,1999,BIHAR,Ranchi,Napendra Krishna Mahto,M,,GEN,,FBL,,,,4732,0.42%,0.81%,1131760,5,583745,0,0,OTHERS
863,1999,BIHAR,Ranchi,Agni Pandey,M,,GEN,,IND,,,,2890,0.26%,0.50%,1131760,6,583745,0,0,OTHERS
864,1999,BIHAR,Ranchi,Mahesh Kumar,M,,GEN,,BSP,,,,2674,0.24%,0.46%,1131760,7,583745,0,0,OTHERS
865,1999,BIHAR,Ranchi,Fransis Sarwan,M,,GEN,,IND,,,,1675,0.15%,0.29%,1131760,8,583745,0,0,OTHERS
866,1999,BIHAR,Ranchi,Ajay Rai,M,,GEN,,AJBP,,,,1046,0.09%,0.18%,1131760,9,583745,0,0,OTHERS
867,1999,BIHAR,Ranchi,Madan Munda,M,,GEN,,IND,,,,818,0.07%,0.14%,1131760,10,583745,0,0,OTHERS
868,1999,BIHAR,Ranchi,Matuwar Ram,M,,GEN,,IND,,,,583,0.05%,0.10%,1131760,11,583745,0,0,OTHERS
869,1999,BIHAR,Jamshedpur,Abha Mahato,F,,GEN,,BJP,,,,285232,24.58%,44.90%,1160562,1,635251,1,0,NDA
870,1999,BIHAR,Jamshedpur,Ghanashyam Mahato,M,,GEN,,INC,,,,163744,14.11%,25.78%,1160562,2,635251,0,1,CONGRESS
871,1999,BIHAR,Jamshedpur,Sunil Kumar Mahato,M,,GEN,,JMM,,,,80417,6.93%,12.66%,1160562,3,635251,0,0,OTHERS
872,1999,BIHAR,Jamshedpur,Dulal Munshi,M,,GEN,,CPI,,,,56354,4.86%,8.87%,1160562,4,635251,0,0,OTHERS
873,1999,BIHAR,Jamshedpur,Sudhir Mahato,M,,GEN,,JMM(U),,,,36065,3.11%,5.68%,1160562,5,635251,0,0,OTHERS
874,1999,BIHAR,Jamshedpur,Sitaram Tudu,M,,GEN,,IND,,,,2430,0.21%,0.38%,1160562,6,635251,0,0,OTHERS
875,1999,BIHAR,Jamshedpur,Hemant Singh,M,,GEN,,AMB,,,,1205,0.10%,0.19%,1160562,7,635251,0,0,OTHERS
876,1999,BIHAR,Jamshedpur,Krishnamurari Gupta,M,,GEN,,NCP,,,,1172,0.10%,0.18%,1160562,8,635251,0,0,OTHERS
877,1999,BIHAR,Jamshedpur,Chhabinath Sharma,M,,GEN,,IND,,,,888,0.08%,0.14%,1160562,9,635251,0,0,OTHERS
878,1999,BIHAR,Jamshedpur,Raylen Jajowar,M,,GEN,,IND,,,,721,0.06%,0.11%,1160562,10,635251,0,0,OTHERS
879,1999,BIHAR,Singhbhum,Laxman Gilua,M,,ST,,BJP,,,,231237,27.31%,47.94%,846629,1,482318,1,0,NDA
880,1999,BIHAR,Singhbhum,Vijay Singh Soy,M,,ST,,INC,,,,148926,17.59%,30.88%,846629,2,482318,0,1,CONGRESS
881,1999,BIHAR,Singhbhum,Champai Soren,M,,ST,,JMM,,,,71527,8.45%,14.83%,846629,3,482318,0,0,OTHERS
882,1999,BIHAR,Singhbhum,Lakshman Soy,M,,ST,,UGDP,,,,11153,1.32%,2.31%,846629,4,482318,0,0,OTHERS
883,1999,BIHAR,Singhbhum,Krishna Mardi,M,,ST,,JMM(U),,,,4220,0.50%,0.87%,846629,5,482318,0,0,OTHERS
884,1999,BIHAR,Singhbhum,Antu Sundi,M,,ST,,BSP,,,,2759,0.33%,0.57%,846629,6,482318,0,0,OTHERS
885,1999,BIHAR,Singhbhum,Tiparia Tiu,M,,ST,,IND,,,,1678,0.20%,0.35%,846629,7,482318,0,0,OTHERS
886,1999,BIHAR,Khunti,Kariya Munda,M,,ST,,BJP,,,,187484,22.53%,45.50%,832168,1,412090,1,0,NDA
887,1999,BIHAR,Khunti,Sushila Kerketta,F,,ST,,INC,,,,161222,19.37%,39.12%,832168,2,412090,0,1,CONGRESS
888,1999,BIHAR,Khunti,N E Horo,M,,ST,,JKP,,,,52981,6.37%,12.86%,832168,3,412090,0,0,OTHERS
889,1999,BIHAR,Khunti,Ghanshyam Singh Munda,M,,ST,,FBL,,,,3151,0.38%,0.76%,832168,4,412090,0,0,OTHERS
890,1999,BIHAR,Lohardaga,Dukha Bhagat,M,,ST,,BJP,,,,163658,17.44%,44.25%,938658,1,369875,1,0,NDA
891,1999,BIHAR,Lohardaga,Indra Nath Bhagat,M,,ST,,INC,,,,159835,17.03%,43.21%,938658,2,369875,0,1,CONGRESS
892,1999,BIHAR,Lohardaga,Bishwanath Bhagat,M,,ST,,JMM,,,,28245,3.01%,7.64%,938658,3,369875,0,0,OTHERS
893,1999,BIHAR,Lohardaga,Jai Prakash Minj,M,,ST,,CPI(ML)(L),,,,4923,0.52%,1.33%,938658,4,369875,0,0,OTHERS
894,1999,BIHAR,Lohardaga,Bhubaneswar Lohra,M,,ST,,JD(S),,,,2358,0.25%,0.64%,938658,5,369875,0,0,OTHERS
895,1999,BIHAR,Lohardaga,Sofia Kachhap,F,,ST,,BSP,,,,1947,0.21%,0.53%,938658,6,369875,0,0,OTHERS
896,1999,BIHAR,Lohardaga,Harihar Ram Nath Oraon,M,,ST,,JKP,,,,991,0.11%,0.27%,938658,7,369875,0,0,OTHERS
897,1999,BIHAR,Lohardaga,Amar Oraon,M,,ST,,AJBP,,,,836,0.09%,0.23%,938658,8,369875,0,0,OTHERS
898,1999,BIHAR,Lohardaga,Biga Minj,M,,ST,,IND,,,,721,0.08%,0.19%,938658,9,369875,0,0,OTHERS
899,1999,BIHAR,Palamau,Braj Mohan Ram,M,,SC,,BJP,,,,271657,#N/A,#N/A,#N/A,1,#N/A,1,0,NDA
900,1999,BIHAR,Palamau,Jorawar Ram,M,,SC,,RJD,,,,186532,#N/A,#N/A,#N/A,2,#N/A,0,1,CONGRESS
901,1999,BIHAR,Palamau,Rampati Ram,M,,SC,,BSP,,,,34809,#N/A,#N/A,#N/A,3,#N/A,0,0,OTHERS
902,1999,BIHAR,Palamau,Kishore Kumar,M,,SC,,CPI(ML)(L),,,,11594,#N/A,#N/A,#N/A,4,#N/A,0,0,OTHERS
903,1999,BIHAR,Palamau,Renu Devi,F,,SC,,JP,,,,4368,#N/A,#N/A,#N/A,5,#N/A,0,0,OTHERS
904,1999,GOA,Panaji,Shripad Yasso Naik,M,,GEN,,BJP,,,,104958,25.37%,54.93%,413641,1,191093,1,0,NDA
905,1999,GOA,Panaji,Khalap Ramakant,M,,GEN,,INC,,,,68237,16.50%,35.71%,413641,2,191093,0,1,CONGRESS
906,1999,GOA,Panaji,Fonseca Christopher,M,,GEN,,CPI,,,,6105,1.48%,3.19%,413641,3,191093,0,0,OTHERS
907,1999,GOA,Panaji,Malik Sadanand Uttam,M,,GEN,,NCP,,,,4988,1.21%,2.61%,413641,4,191093,0,0,OTHERS
908,1999,GOA,Panaji,Sanjay Pundlik Harmalkar,M,,GEN,,SHS,,,,2440,0.59%,1.28%,413641,5,191093,0,0,NDA
909,1999,GOA,Panaji,Sequeira Savio Victor,M,,GEN,,IND,,,,2103,0.51%,1.10%,413641,6,191093,0,0,OTHERS
910,1999,GOA,Panaji,Akhadkar Sweta Shashikant,F,,GEN,,GVP,,,,1407,0.34%,0.74%,413641,7,191093,0,0,OTHERS
911,1999,GOA,Panaji,Paddy Difle,M,,GEN,,IND,,,,747,0.18%,0.39%,413641,8,191093,0,0,OTHERS
912,1999,GOA,Mormugao,Angle Ramakant Soiru,M,,GEN,,BJP,,,,106064,21.42%,48.46%,495208,1,218851,1,0,NDA
913,1999,GOA,Mormugao,Alemao Joaquim Braz,M,,GEN,,INC,,,,91607,18.50%,41.86%,495208,2,218851,0,1,CONGRESS
914,1999,GOA,Mormugao,D'Souza Wilfred,M,,GEN,,NCP,,,,10529,2.13%,4.81%,495208,3,218851,0,0,OTHERS
915,1999,GOA,Mormugao,Palekar Narayan Vithal,M,,GEN,,CPI,,,,5886,1.19%,2.69%,495208,4,218851,0,0,OTHERS
916,1999,GOA,Mormugao,Naik Mahesh Sitaram,M,,GEN,,IND,,,,2299,0.46%,1.05%,495208,5,218851,0,0,OTHERS
917,1999,GOA,Mormugao,Joaquim Andre Vaz,M,,GEN,,IND,,,,985,0.20%,0.45%,495208,6,218851,0,0,OTHERS
918,1999,GOA,Mormugao,Prabhugaonkar Ajit Sitaram,M,,GEN,,SHS,,,,787,0.16%,0.36%,495208,7,218851,0,0,NDA
919,1999,GOA,Mormugao,Shaikh Iftihar,M,,GEN,,ABHS,,,,652,0.13%,0.30%,495208,8,218851,0,0,OTHERS
920,1999,GUJARAT,Kutch,Gadhvi Pushpadan Sambhudan,M,,GEN,,BJP,,,,191533,21.94%,48.66%,872937,1,393586,1,0,NDA
921,1999,GUJARAT,Kutch,Babubhai Meghji Shah,M,,GEN,,INC,,,,187218,21.45%,47.57%,872937,2,393586,0,1,CONGRESS
922,1999,GUJARAT,Kutch,Jadeja Takhubha Amarsinh,M,,GEN,,SHS,,,,2175,0.25%,0.55%,872937,3,393586,0,0,NDA
923,1999,GUJARAT,Kutch,Garoda (Garva) Sujabhai Rajabhai,M,,GEN,,RPI,,,,1788,0.20%,0.45%,872937,4,393586,0,0,OTHERS
924,1999,GUJARAT,Kutch,Dayaram Nathubhai Maiyat,M,,GEN,,IND,,,,1050,0.12%,0.27%,872937,5,393586,0,0,OTHERS
925,1999,GUJARAT,Surendranagar,Makwana Savshibhai Kanjibhai,M,,GEN,,INC,,,,244368,25.18%,51.03%,970544,1,478887,1,0,CONGRESS
926,1999,GUJARAT,Surendranagar,Dave Bhavnaben Kardamkumar,F,,GEN,,BJP,,,,218463,22.51%,45.62%,970544,2,478887,0,1,NDA
927,1999,GUJARAT,Surendranagar,Jhala Jayendrasinh Narubha,M,,GEN,,SP,,,,2217,0.23%,0.46%,970544,3,478887,0,0,OTHERS
928,1999,GUJARAT,Surendranagar,Mer Mavjibhai Kukabhai,M,,GEN,,IND,,,,1739,0.18%,0.36%,970544,4,478887,0,0,OTHERS
929,1999,GUJARAT,Surendranagar,Adhir Baijnath Sharma,M,,GEN,,IND,,,,1542,0.16%,0.32%,970544,5,478887,0,0,OTHERS
930,1999,GUJARAT,Surendranagar,Satubha Kanubha Vaghela,M,,GEN,,IND,,,,625,0.06%,0.13%,970544,6,478887,0,0,OTHERS
931,1999,GUJARAT,Jamnagar,Koradiya Chandreshbhai Valjibhai (Chandresh Patel),M,,GEN,,BJP,,,,190726,19.90%,52.75%,958418,1,361582,1,0,NDA
932,1999,GUJARAT,Jamnagar,Patel Raghavji Hansrajbhai,M,,GEN,,INC,,,,154957,16.17%,42.86%,958418,2,361582,0,1,CONGRESS
933,1999,GUJARAT,Jamnagar,Vakil Nathabhai V Gohil,M,,GEN,,RPI,,,,1786,0.19%,0.49%,958418,3,361582,0,0,OTHERS
